uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:1004
ae8e6e1e-5c36-49b8-b8a2-b38d0ee4eb28,Age Sibling 4;Living/DCD;Tested;On treatment;Status;Followed,,Numèro 4,Sibling 4,Numèro 4,Sibling 4,Misc,N/A,,
1c6ebdf5-ae41-4281-b4fc-3f7730e4a34e,Age Sibling 5;Living/DCD;Tested;On treatment;Status;Followed,,Numèro 5,Sibling 5,Numèro 5,Sibling 5,Misc,N/A,,
edba242f-0f59-4d1c-be42-7d74d28430ca,Age Sibling 6;Living/DCD;Tested;On treatment;Status;Followed,,Numèro 6,Sibling 6,Numèro 6,Sibling 6,Misc,N/A,,
f51cb3ed-1e31-4709-8354-a30223e76ac9,Age Sibling 7;Living/DCD;Tested;On treatment;Status;Followed,,Numèro 7,Sibling 7,Numèro 7,Sibling 7,Misc,N/A,,
1175e52d-3247-4e1a-b3ab-00116ecffcde,Sibling 1;Sibling 2;Sibling 3;Sibling 4;Sibling 5;Sibling 6;Sibling 7,,Fratrie,Siblings,Fratrie,Siblings,Misc,N/A,,
74311df5-09bb-4653-8368-837e849ff99a,Mother;Father;Child's carer;Siblings,,I. IDENTIFICATION PARENTALE,I. PARENTAL IDENTIFICATION,I. IDENTIFICATION PARENTALE,I. PARENTAL IDENTIFICATION,Misc,N/A,,
7bd7c899-6f77-4070-a905-f79da3726f79,,,Age gestationnel au moment du diagnostic (En semaines),Gestational Age at Diagnosis (Week of Amenorrhea),Age gestationnel au moment du diagnostic (En semaines),Gestational Age at Diagnosis (Week of Amenorrhea),Misc,Numeric,,
aedaa567-d708-44db-95ea-b3b30790ffc8,,,Stade I,Stage I,Stade I,Stage I,Misc,N/A,,
480042e0-3011-4652-b989-2e22b5a725f2,,,Stade II,Stage II,Stade II,Stage II,Misc,N/A,,
703221c8-7ef4-4268-973c-317b799364c0,,,Stade III,Stage III,Stade III,Stage III,Misc,N/A,,
61e9ccd8-2451-483b-bc31-7a0532eb79a2,,,Stade IV,Stage IV,Stade IV,Stage IV,Misc,N/A,,
aad6f1de-b0ef-4d7d-930f-0bfde226a202,,Stage I;Stage II;Stage III;Stage IV,Stade OMS de la mère au moment du diagnostic,WHO Stage of Mother at Diagnosis,Stade OMS de la mère au moment du diagnostic,WHO Stage of Mother at Diagnosis,Misc,Coded,,
5729f4dc-d252-4742-98a3-0175d92f3f96,,Yes full name;No full name,Sous Sous Trithérapie curative penda la grossesse TARV pendant la grossesse,On Triple combination ART during pregnacy,Sous Trithérapie curative penda la grossesse,On Triple combination ART during pregnacy,Misc,Coded,,
acfda6ce-dd1a-484d-b9a4-7121a364de3c,,,"Si Oui, schéma thérapeutique","If Yes, treatment regimen","Si Oui, schéma thérapeutique","If Yes, treatment regimen",Misc,Text,,
e01d03fb-0993-4029-bb1a-8df67050031a,,,<4 Sem,<4 Sem,<4 Sem,<4 Sem,Misc,N/A,,
ed81ad6b-ca4d-4414-aa73-dcc1669ea698,,,>4 Sem,>4 Sem,>4 Sem,>4 Sem,Misc,N/A,,
eefe44cb-35af-46ce-a93e-90a24c11bd98,,<4 Sem;>4 Sem,Durèe avant l'accouchement,Duration before delivery,Durèe avant l'accouchement,Duration before delivery,Misc,Coded,,
b0ce68ed-0252-4866-8220-f73efde4daf4,,Yes full name;No full name,Suivi de la grossesse,Follow-up of pregnancy,Suivi de la grossesse,Follow-up of pregnancy,Misc,Coded,,
c91a8472-dabf-48ad-8047-05922bd7b5df,,,Nombre de CPN,Number of CPN,Nombre de CPN,Number of CPN,Misc,Numeric,,
b3990e3d-03d6-4f96-99a1-c77d2c209291,,Positive;Negative;Unknown,Statut de l'Ag HBs de la mère,Status of HBsAg of mother,Statut de l'Ag HBs de la mère,Status of HBsAg of mother,Misc,Coded,,
8e2f45bb-a6bb-41ff-b28f-53cc6b8e3122,"Gestational Age at Diagnosis (Week of Amenorrhea);WHO Stage of Mother at Diagnosis;On Triple combination ART during pregnacy;If Yes, treatment regimen;Duration before delivery;Follow-up of pregnancy;Number of CPN; Status of HBsAg of mother",,La Grossesse,HIV+ Pregnancy,La Grossesse,Pregnancy,Misc,N/A,,
68676922-07f9-4144-af7a-504f93055ca1,,,Accouchement à domicile,Childbirth at home,Accouchement à domicile,Childbirth at home,Misc,N/A,,
e27da154-3ec8-4c5a-a93d-1d6aed3fc8ae,,,Accouchement dans une formation sanitaire,Delivery in a health facility,Accouchement dans une formation sanitaire,Delivery in a health facility,Misc,N/A,,
09894da7-41c1-4996-a9d2-ecaca1af5bfb,,Childbirth at home;Delivery in a health facility,Lieu d'accouchement,Place of delivery,Lieu d'accouchement,Place of delivery,Misc,Coded,,
b305446d-00ef-4733-8d00-20369a4e1c2b,,Normal Delivery;Caesarean section,Mode d'accouchement,Delivery mode,Mode d'accouchement,Delivery mode,Misc,Coded,,
eb9215a4-be8a-47f4-a08e-629d91e959bd,,Cephalic;Breech Presentation;cb279713-3373-44be-91bf-ead37122d098,Presentation,Presentation,Presentation,Presentation,Misc,Coded,,
152fb57d-ddfe-4240-8711-c4bf317a7187,,,"Si Autres presentation, préciser","If other presentation, specify","Si Autres presentation, préciser","If other presentation, specify",Misc,Text,,
3f589e5e-a9c2-4f2e-b57c-425db67d72af,,,Rupture prématurée des membranes,Premature rupture of the membranes,Rupture prématurée des membranes,Premature rupture of the membranes,Misc,N/A,,
47828076-7275-4b26-874d-a4ae5b0c5e35,,,Autres Complication,Other complications,Autres Complication,Other complications,Misc,N/A,,
b9478892-86cd-4749-aaaf-8285b042f167,,,"Si autres complication, préciser","If other complications, specify","Si autres complication, préciser","If other complications, specify",Misc,Text,,
fdfb284b-6bb0-4f19-b7b4-1034dec07e14,,Premature rupture of the membranes;47828076-7275-4b26-874d-a4ae5b0c5e35,Complications,Complications,Complications,Complications,Misc,Coded,,
d92d730a-ee00-4d65-9794-c772e45395bd,,,"Si la rupture Prématurée des Membranes, Durée (en heures)","If Premature Membrane Rupture, Duration (in hours)","Si la rupture Prématurée des Membranes, Durée (en heures)","If Premature Membrane Rupture, Duration (in hours)",Misc,Numeric,,
faa8bd18-23b0-4988-9452-1a60094f50fa,,,"Si Autres, préciser",If other specify,"Si Autres, préciser",If other specify,Misc,Text,,
153f79db-9674-48dc-b55c-4fd2b4979611,,Yes full name;No full name,Grossesse multiple,Multiple pregnancy,Grossesse multiple,Multiple pregnancy,Misc,Coded,,
f649d668-f914-4ac9-8caa-e2769baaa9c1,,,"Si oui, Ordre à la naissance","If yes, Order at Birth","Si oui, Ordre à la naissance","If yes, Order at Birth",Misc,Text,,
3d2c0067-dc1e-4b1d-8ed1-60d93821f299,,,Terme en semaines,Term in weeks,Terme en semaines,Term in weeks,Misc,Numeric,,
1d57214a-2137-40df-8d97-584da28796ae,,,Terme en journées,Term in days,Terme en journées,Term in days,Misc,Numeric,,
1673c217-853b-452b-a818-120bd37a4f89,,,APGAR (5 minutes),APGAR (5 minutes),APGAR (5 minutes),APGAR (5 minutes),Misc,Text,,
5e04129c-eed4-4e60-88a1-06e516de8497,,,APGAR (10 minutes),APGAR (10 minutes),APGAR (10 minutes),APGAR (10 minutes),Misc,Text,,
d275fa5d-5537-4d1e-982f-7c93cdf9ed0d,,,Pois de naissance(g),Birth weight (g),Pois de naissance(g),Birth weight (g),Misc,Numeric,,
da6a5225-6f10-4cd4-af8f-6d8e5e2f903d,,,Taille de naissance(cm),Birth size (cm),Taille de naissance(cm),Birth size (cm),Misc,Numeric,,
bbb08c51-92ca-4401-b057-7520c0d6e3d9,,,Périmètre crânien,Cranial circumference,Périmètre crânien,Cranial circumference,Misc,Numeric,,
a271bb6e-d4f0-457d-80bb-b360a2a65719,"Place of delivery;Delivery mode;eb9215a4-be8a-47f4-a08e-629d91e959bd;If other presentation, specify;fdfb284b-6bb0-4f19-b7b4-1034dec07e14;If other complications, specify;If Premature Membrane Rupture, Duration (in hours);Multiple pregnancy;If yes, Order at Birth;Term in weeks;Term in days;APGAR (5 minutes);APGAR (10 minutes);Birth weight (g);Birth size (cm);Cranial circumference",,Accouchement,Delivery,Accouchement,Delivery,Misc,N/A,,
6c88407b-023a-40e5-8bc6-d0944b8b48be,,,TDF+3TC+DTG,TDF+3TC+DTG,TDF+3TC+DTG,TDF+3TC+DTG,Drug,N/A,,
e91eaddc-bf77-4546-ae0b-91e779d43952,,TDF+3TC+EFV;TDF+3TC+DTG,Traitement ARV chez la mère,ARV treatment in mother,Traitement ARV chez la mère,ARV treatment in mother,Misc,Coded,,
dc67832b-55c1-40f3-adbc-f4c767fc897d,,,Avant la grossesse,Before pregnancy,Avant la grossesse,Before pregnancy,Misc,N/A,,
b396862a-4153-436c-b45b-2030fca6d1f0,,,1 ère trimestre,1st trimester,1 ère trimestre,1st trimester,Misc,N/A,,
f718def6-5f2d-46b0-b0b9-58bb02934c2d,,,2 ème trimestre,2nd quarter,2 ème trimestre,2nd quarter,Misc,N/A,,
bee4f6d1-be3d-4ffb-93a8-eb23f301cc0d,,,3 ème trimestre,3rd quarter,3 ème trimestre,3rd quarter,Misc,N/A,,
4460c6eb-d8a7-4883-8efc-51203ace158a,,,Travail,Labor,Travail,Labor,Misc,N/A,,
0a70dd45-d95c-42c7-85ed-7214610ec11a,,,Post-partum,Postpartum,Post-partum,Postpartum,Misc,N/A,,
bf391f6b-8634-4743-a431-86b43a15d18d,,Before pregnancy;1st trimester;2nd quarter;3rd quarter;Labor;Postpartum,Période d'initiation,Initiation period,Période d'initiation,Initiation period,Misc,Coded,,
d2013118-1713-41f0-9e5b-1170c5560269,,,"Si arretêt du TARV penda la grossesse, Date d'arretêt des ARV","If ART stopped during pregnancy, ARV withdrawal date for withdrawal","Si arretêt du TARV penda la grossesse, Date d'arretêt des ARV","If ART stopped during pregnancy, ARV withdrawal date for withdrawal",Misc,Date,,
4d351fe2-1a66-47b5-9ed1-b8cfef9fa2bd,,,Date de reprise,Date of resumption,Date de reprise,Date of resumption,Misc,Date,,
4c76e858-22df-4219-aca8-77e8d5c53cff,,,Motif d'arretêt du TARV,Reason for discontinuation of ART,Motif d'arretêt du TARV,Reason for discontinuation of ART,Misc,Text,,
bd848a26-4c42-42ee-aba3-c70771d943dd,"ARV treatment in mother;Initiation period; If ART stopped during pregnancy, ARV withdrawal date for withdrawal;Date of resumption;Reason for discontinuation of ART",,ARV chez la mère,ARV in Mother,ARV chez la mère,ARV in Mother,Misc,N/A,,
c5277393-bcf7-42e8-a8e7-c909c46f132e,,,NVP,NVP,NVP,NVP,Misc,N/A,,
cb279713-3373-44be-91bf-ead37122d098,,,Autres,Other,Autres,Other,Misc,N/A,,
2aefe251-a32d-4b76-8e19-02347233bbfb,,NVP;cb279713-3373-44be-91bf-ead37122d098,Traitement ARV chez l'enfant,ARV therapy in children,Traitement ARV chez l'enfant,ARV therapy in children,Misc,Coded,,
e3f9c7ee-aa3e-4224-9d18-42e09b095ac6,,,Date de début de traitement ARV,ARV start date,Date de début de traitement ARV,ARV start date,Misc,Date,,
2567d6a8-5178-48ae-aafa-69c8822edc68,,,Date d'arrêt,Stop date,Date d'arrêt,Stop date,Misc,Date,,
29955cb9-1fd8-442e-bc59-2f3b20e70617,ARV therapy in children; ARV start date;Stop date,,ARV chez l'enfant,ARV in child,ARV chez l'enfant,ARV in child,Misc,N/A,,
d4e29b85-5b37-41ee-9aff-c4b6ac7c70f9,,,Allaitement maternel exclusif,Exclusive Breast Feeding,Allaitement maternel exclusif,Exclusive breastfeeding,Misc,N/A,,
472661fc-6b77-49a2-8c9f-965e65fccc53,,,Alimentation artificielle,Replacement Breast Feeding,Alimentation artificielle,Artificial milk,Misc,N/A,,
d71f70f6-4319-4561-95d3-11a8c1dc2507,,,Alimentation Mixte,Mixed Breast Feeding,Alimentation Mixte,Mixed,Misc,N/A,,
0b9b6e25-e0fe-4c65-b9af-2fd5f6cbb150,,Exclusive Breast Feeding;Replacement Breast Feeding;Mixed Breast Feeding,Type d'alimentation du nourrisson,Type of feeding,Type d'alimentation du nourrisson,Type of feeding,Misc,Coded,,
d014bae7-e3a8-41ca-837d-9919c1750f1f,,Yes full name;No full name,Sevrage,Weaning,Sevrage,Weaning,Misc,Coded,,
d986e715-14fd-4ae1-9ef2-7a60e3a6a54e,,,Date de début,Start date,Date de début,Start date,Misc,Date,,
fef74daa-2a47-4c4e-b9c2-d18078d8e3be,,,Date de fin,End date,Date de fin,End date,Misc,Date,,
c28a062b-46c9-433a-9ead-92c6c9090c0f,,,Moins d'1 mois,Less than 1 month,Moins d'1 mois,Less than 1 month,Misc,N/A,,
a9d523e3-5a99-4878-94e5-9493452818e5,,,Plus d'1 mois,More than 1 month,Plus d'1 mois,More than 1 month,Misc,N/A,,
662b2456-336b-4331-bf4e-7fc9dd03a006,,Less than 1 month;More than 1 month,Sevrage (Durée),Weaning (Duration),Sevrage (Durée),Weaning (Duration),Misc,Coded,,
1e2acdcf-eb4a-4d3a-8eec-f3f4f1589a96,,,Date d'introduction de l'alimentation complémentaire,Date of introduction of complementary feeding,Date d'introduction de l'alimentation complémentaire,Date of introduction of complementary feeding,Misc,Date,,
0a7cb1ae-aec0-4742-837d-7cd17a62a1c1,,TDF+3TC+EFV;TDF+3TC+DTG,ARV de la mère pendant l'allaitement,ARV of mother during breastfeeding,ARV de la mère pendant l'allaitement,ARV of mother during breastfeeding,Misc,Coded,,
a015aa57-0da7-4222-a4ed-5e3fed027a50,,Yes full name;No full name,ARV pour l'enfant pendant l'allaitement,ARVs for the child during breastfeeding,ARV pour l'enfant pendant l'allaitement,ARVs for the child during breastfeeding,Misc,Coded,,
3efb279b-1352-4ec3-bd6c-a94b612e61f4,,Yes full name;No full name,Déparasitage,Deworming,Déparasitage,Deworming,Misc,Coded,,
a223f984-eaf8-4c5e-b886-f3fb1951e3d1,,Yes full name;No full name,MILDA Utilisée,LLIN Used,MILDA Utilisée,LLIN Used,Misc,Coded,,
e3710a07-7130-4ada-b4be-8a5c3851691a,Type of feeding;Weaning;Start date;End date;Weaning (Duration);Date of introduction of complementary feeding;ARV of mother during breastfeeding;ARVs for the child during breastfeeding;If yes specify;Deworming;LLIN Used,,Alimentation du nourrisson,Infant Feeding,Alimentation du nourrisson,Infant Feeding,Misc,N/A,,
51d7342d-d8ad-4061-97f3-c32724a47694,HIV+ Pregnancy;a271bb6e-d4f0-457d-80bb-b360a2a65719;ARV in Mother;ARV in child;Infant Feeding,,PTME,PMTCT,PTME,PMTCT,Misc,N/A,,
06cdee43-3dc7-45cc-9b19-2b0a36d9ea63,,,Consultation de PTME,PMTCT Consultation,Consultation de PTME,PMTCT Consultation,Misc,N/A,,
cd8dd320-a4ac-4ed8-be65-369ac10ccd67,,,Dépistage après un cas indexé,Screening after an indexed case,Dépistage après un cas indexé,Screening after an indexed case,Misc,N/A,,
7b70c5a3-5950-46ee-a011-4ccc6351b86c,,,Service des urgences,Emergency Department,Service des urgences,Emergency Department,Misc,N/A,,
a6534470-c3df-474c-adaf-b6924d66615c,,,Consultation extemes,External Consultation,Consultation extemes,External Consultation,Misc,N/A,,
d009d68e-04ac-4d6c-81bc-488a5ebe7e55,,,Prise en charge nutritionnelle,Nutritional Management,Prise en charge nutritionnelle,Nutritional Management,Misc,N/A,,
e3af6d64-8652-43e8-9d57-4edeebefb2bd,,,Prise en charge de la tuberculose,Management of tuberculosis,Prise en charge de la tuberculose,Management of tuberculosis,Misc,N/A,,
da48c6f5-224f-4193-9ba4-1f4a85e5846c,,Yes full name;No full name,Dépistage initié par le prestataire,Provider Initiated Testing and Couseling,Dépistage initié par le prestataire,Provider Initiated Testing and Couseling,Misc,Coded,,
2960b03c-e92e-4483-aede-c770c52a3c24,,,Maladies (Préciser),Diseases,Maladies (Préciser),Diseases,Misc,N/A,,
cab317c5-7dea-4608-973f-1cad09a55a57,,,Dépistage familial,Family Screening,Dépistage familial,Family Screening,Misc,N/A,,
0f80897c-0f04-4fa7-81bb-f460f5798cd4,,Diseases;PMTCT;Family Screening,Circonstance du dépistage initial,Circumstance initial screening,Circonstance du dépistage initial,Circumstance initial screening,Misc,Coded,,
6da1a1dc-153b-4c90-b164-70050866c0d8,,,PCR,PCR,PCR,PCR,Misc,Numeric,,
47b65948-f148-42ea-aefb-393da71e7b2c,,,Sérologie VIH type 1/2/1+2,HIV serology Type 1/2/1 + 2,Sérologie VIH type 1/2/1+2,HIV serology Type 1/2/1 + 2,Misc,N/A,,
458d568b-aa2c-4363-b5c8-2e48a32adac9,,PCR;HIV serology Type 1/2/1 + 2,Autres circonstances,Other circumstances,Autres circonstances,Other circumstances,Misc,Coded,,
fcbc6db2-3983-4448-b95d-d8546c5bca68,,,Le diagnostic est basé sur,The diagnosis is based on,Le diagnostic est basé sur,The diagnosis is based on,Misc,Text,,
0d9692be-a4ea-48b8-bf44-3c6c8eb7ecf5,,,Date du diagnostic,Date of diagnosis,Date du diagnostic,Date of diagnosis,Misc,Date,,
600c2a56-066b-4ed9-8e22-b2af77fb5261,,,Mére a l'enfant,Mother to child,Mére a l'enfant,Mother to child,Misc,N/A,,
e4ea008b-d0c1-4608-bfc7-a296db662e27,,,Transfusion,Transfusion,Transfusion,Transfusion,Misc,N/A,,
7ef80c50-29bb-4c81-800e-823e6c7f9f75,,,Rapports sexuels,Sexual intercourse,Rapports sexuels,Sexual intercourse,Misc,N/A,,
2d0b48a9-5400-4485-979e-214052b79101,,,Pratique de soins traditionnels a risque (Scarification),Risky traditional practices,Pratique de soins traditionnels a risque (Scarification),Risky traditional practices,Misc,N/A,,
1524261d-21e7-4e2e-af61-30118615d83c,,,Autres voies,Other routes,Autres voies,Other routes,Misc,N/A,,
f4942f1d-78ad-4ed8-963e-98be1a7ef1af,,,Si autres voies préciser,If other routes specify,Si autres voies préciser,If other routes specify,Misc,Text,,
aa587bbe-99fc-448a-83e3-a9bc47fcb1ed,,Mother to child;Transfusion;Unknown;Sexual intercourse;Risky traditional practices;Other routes,Voie de la transmission,Path of transmission,Voie de la transmission,Path of transmission,Misc,Coded,,
5fa2125d-c4d5-4031-af23-fc2387b1a224,,Yes full name;No full name,"Exposition aux ARV autes que la PTME? (Prophylaxie post-exposition, viol, etc)","Exposure to ARVs other than PMTCT? (Post-exposure prophylaxis, rape, etc.)","Exposition aux ARV autes que la PTME? (Prophylaxie post-exposition, viol, etc)","Exposure to ARVs other than PMTCT? (Post-exposure prophylaxis, rape, etc.)",Misc,Coded,,
b3b37697-3d3f-404f-95f8-b8ae8d6be893,,,AZT,AZT,AZT,AZT,Drug,N/A,,
63a640eb-f41b-46cc-b371-6b752a2fc08e,,,3TC,3TC,3TC,3TC,Drug,N/A,,
19aeb618-4c07-474d-8150-a0cdbb995a64,,,,abc2,,,Misc,N/A,,
dcf0e7c4-3f71-4863-8951-0fd4e51c7383,,,ABC,ABC,ABC,ABC,Drug,N/A,,
00a16ea5-342d-4c62-be02-cc00ef412267,,,DTG,DTG,DTG,DTG,Drug,N/A,,
ba7513a6-db88-4f5d-8279-3f1c3ac5e10b,,,DDL,DOF,DDL,DOF,Drug,N/A,,
17dd5888-1e1e-4fe5-9a5b-a64d67de1b9d,,,FTC,FTC,FTC,FTC,Drug,N/A,,
2c3acd58-6498-460b-a261-4c606017839a,,,TDF,TDF,TDF,TDF,Drug,N/A,,
c5277393-bcf7-42e8-a8e7-c909c46f132e,,,NVP,NVP,NVP,NVP,Drug,N/A,,
bd006ba6-2e54-4dca-ad82-f35fd96531ec,,,EFV,EFV,EFV,EFV,Drug,N/A,,
d6e2c17e-f3dd-496d-80ab-b8f4b80e08f1,,,LPV/r,LPV/r,LPV/r,LPV/r,Drug,N/A,,
063759af-85cc-49bd-918c-fc8519cc438a,,,ATV/r,ATV/r,ATV/r,ATV/r,Drug,N/A,,
f44f26b2-4b31-4a58-91fc-80fcf5bc4cb6,,Yes full name;No full name,Autres ARV utilisés,Other ARVs used,Autres ARV utilisés,Other ARVs used,Misc,Coded,,
90ef8080-c68e-4869-9397-881aa8996650,,AZT;3TC;ABC;DTG;DOF;FTC;TDF;NVP;EFV;LPV/r;ATV/r;Other ARVs used,"Si Oui, selectionner  ARV utilisés","If yes, select ARV used","Si Oui, selectionner  ARV utilisés","If yes, select ARV used",Misc,Coded,,
5b0e0210-38ef-416b-9081-bee2fa6fc881,,Yes full name;No full name,Antécédents de tuberculose,History of Tuberculosis,Antécédents de tuberculose,History of Tuberculosis,Misc,Coded,,
a69eaa3c-0393-41ab-94e1-5ef57a2564b6,,,Date de début de traitement,Treatment start date,Date de début de traitement,Treatment start date,Misc,Date,,
b1c872e5-224b-494e-ac33-978c07853f9b,,,Terminé,Completed,Terminé,Completed,Misc,N/A,,
515b93c6-fdee-4eeb-adaa-3c98ef604710,,,Abandoniné avant la fin,Aborted before end,Abandoniné avant la fin,Aborted before end,Misc,N/A,,
837d570b-6fe1-4fa9-aaa0-3cc34ea582dc,,,En cours,In progress,En cours,In progress,Misc,N/A,,
aa448d10-9466-45f2-8cdc-ed27c1b52978,,Completed;Aborted before end;In progress,Si Oui,If Yes,Si Oui,If Yes,Misc,Coded,,
34c25e99-f09b-4514-85b9-e2a9f4962085,,Yes full name;No full name,Prophylaxie é INH,Prophylaxis at INH,Prophylaxie é INH,Prophylaxis at INH,Misc,Coded,,
2e90f8be-5a68-43a9-b917-2b931eba5943,,Yes full name;No full name;Unknown,Comptage recent de TB?,Recent TB contact,Comptage recent de TB?,Recent TB contact,Misc,Coded,,
9d9e8b47-062a-4399-9223-1f92ab9ec6c9,,,Membres du menage de l'enfant,Member of household,Membres du menage de l'enfant,Member of household,Misc,N/A,,
7cfe6328-db19-4031-8ca5-030d8df97c2e,,,Ecole,School,Ecole,School,Misc,N/A,,
0c61f7cd-f2e2-435d-9f6e-d1857ba11a4e,,Member of household;School;cb279713-3373-44be-91bf-ead37122d098,Personnes comptage,Contact with?,Personnes comptage,Contact with?,Misc,Coded,,
77c6d0f1-ad0d-4a02-8b5c-698e6e636d15,,Yes full name;No full name,Toux > 2 semaines,Cough > 2 weeks,Toux > 2 semaines,Cough > 2 weeks,Misc,Coded,,
dcad76c8-699b-4648-b1db-d915b293d52b,,Yes full name;No full name,Fièvre > 2 semaines,Fever > 2 weeks,Fièvre > 2 semaines,Fever > 2 weeks,Misc,Coded,,
4727b427-b8ac-4f8a-aa31-796e19d5ed1a,,Yes full name;No full name,Malnutrition,Malnutrition,Malnutrition,Malnutrition,Misc,Coded,,
04dbd117-99c8-4c7a-9679-d8fce2d95920,,Yes full name;No full name,Notion de contact TB,TB Contact,Notion de contact TB,TB Contact,Misc,Coded,,
